order_id,lat,lon,created_at,weight_kg,priority
ORD-00384,10.779362,106.707582,2025-05-18T19:23:00,2.81,express
ORD-00385,10.762216,106.702816,2025-05-07T06:40:00,2.71,express
ORD-00386,10.780618,106.699719,2025-04-01T01:54:00,3.83,normal
ORD-00387,10.788108,106.704122,2025-03-18T16:43:00,1.33,normal
ORD-00388,10.766827,106.682327,2025-04-06T18:32:00,3.29,normal
ORD-00389,10.779268,106.693652,2025-05-05T19:35:00,1.58,express
ORD-00390,10.763191,106.689639,2025-04-26T15:55:00,3.06,normal
ORD-00391,10.775931,106.68522,2025-04-10T06:41:00,4.11,express
ORD-00392,10.773378,106.709076,2025-05-06T19:05:00,4.65,normal
ORD-00393,10.768807,106.68817,2025-05-18T23:10:00,6.31,express
ORD-00394,10.77834,106.682189,2025-01-30T22:49:00,4.48,express
ORD-00395,10.778056,106.706001,2025-04-23T20:27:00,1.09,normal
ORD-00396,10.769015,106.714975,2025-04-26T22:22:00,6.94,normal
ORD-00397,10.774246,106.714776,2025-03-02T20:51:00,5.98,express
ORD-00398,10.789859,106.70058,2025-04-20T19:39:00,1.37,normal
ORD-00399,10.788101,106.707801,2025-05-27T01:34:00,2.46,normal
ORD-00400,10.769975,106.70405,2025-03-16T22:54:00,4.26,normal
ORD-00401,10.763017,106.705753,2025-04-16T15:17:00,6.98,normal
ORD-00402,10.783953,106.68291,2025-02-08T00:53:00,2.21,express
ORD-00403,10.77611,106.699365,2025-03-11T03:24:00,3.78,normal
ORD-00404,10.772905,106.705743,2025-06-28T01:29:00,7.62,express
ORD-00405,10.779532,106.71015,2025-01-25T04:40:00,5.41,express
ORD-00406,10.789454,106.70744,2025-04-12T20:27:00,6.65,express
ORD-00407,10.767936,106.708649,2025-03-28T18:36:00,6.86,express
ORD-00408,10.791084,106.706203,2025-01-12T17:40:00,6.34,express
ORD-00409,10.758602,106.712389,2025-02-11T04:29:00,0.31,express
ORD-00410,10.765486,106.703478,2025-02-03T23:10:00,7.03,express
ORD-00411,10.761454,106.691336,2025-01-23T01:42:00,7.26,normal
ORD-00412,10.759916,106.701147,2025-06-29T21:27:00,5.35,normal
ORD-00413,10.75804,106.695642,2025-02-03T21:33:00,5.54,normal
ORD-00414,10.758298,106.690712,2025-02-01T03:44:00,1.32,normal
ORD-00415,10.766471,106.681305,2025-01-27T17:20:00,3.13,express
ORD-00416,10.763074,106.706618,2025-02-04T18:04:00,4.38,normal
ORD-00417,10.780582,106.684072,2025-03-31T20:40:00,6.06,express
ORD-00418,10.780795,106.694368,2025-02-25T16:57:00,1.07,normal
ORD-00419,10.779814,106.692209,2025-04-21T00:50:00,1.38,express
ORD-00420,10.781851,106.687182,2025-06-03T23:49:00,7.55,normal
ORD-00421,10.789372,106.702361,2025-03-19T20:33:00,4.97,normal
ORD-00422,10.78567,106.688935,2025-01-14T21:31:00,3.27,normal
ORD-00423,10.776485,106.699975,2025-05-16T14:23:00,7.49,normal
ORD-00424,10.772313,106.709042,2025-04-19T01:34:00,5.56,express
ORD-00425,10.793315,106.706504,2025-01-05T16:00:00,2.32,normal
ORD-00426,10.792135,106.713101,2025-04-13T06:18:00,5.14,express
ORD-00427,10.773672,106.692884,2025-06-13T18:17:00,0.94,normal
ORD-00428,10.776918,106.685518,2025-02-10T00:25:00,4.82,normal
ORD-00429,10.769476,106.694187,2025-03-03T15:15:00,0.96,express
ORD-00430,10.762292,106.700655,2025-01-15T23:42:00,6.01,normal
ORD-00431,10.762419,106.704192,2025-06-29T14:10:00,4.12,express
ORD-00432,10.777351,106.706971,2025-03-08T19:23:00,1.28,express
ORD-00433,10.785119,106.682368,2025-01-09T00:51:00,3.61,normal
ORD-00434,10.767729,106.714077,2025-06-10T16:31:00,3.81,express
ORD-00435,10.760051,106.709796,2025-02-13T01:10:00,2.26,normal
ORD-00436,10.791088,106.702942,2025-01-30T21:47:00,4.22,normal
ORD-00437,10.789771,106.678455,2025-01-13T05:23:00,3.25,normal
ORD-00438,10.764622,106.713533,2025-01-11T03:14:00,2.78,express
ORD-00439,10.791887,106.689838,2025-01-21T01:07:00,4.17,normal
ORD-00440,10.764636,106.707761,2025-01-13T02:04:00,7.05,express
ORD-00441,10.786621,106.689496,2025-01-24T04:00:00,3.14,express
ORD-00442,10.778861,106.689245,2025-06-09T21:29:00,3.14,express
ORD-00443,10.794918,106.706708,2025-05-20T21:09:00,0.35,express
ORD-00444,10.758885,106.698037,2025-06-12T14:21:00,0.31,express
ORD-00445,10.789413,106.704907,2025-01-27T20:33:00,7.87,express
ORD-00446,10.776205,106.680216,2025-02-06T22:05:00,0.64,normal
ORD-00447,10.7912,106.697231,2025-06-30T01:29:00,7.8,normal
ORD-00448,10.779489,106.696701,2025-06-14T02:04:00,4.86,normal
ORD-00449,10.774094,106.713676,2025-03-02T23:16:00,6.85,express
ORD-00450,10.783927,106.705208,2025-03-24T04:17:00,2.1,normal
ORD-00451,10.763036,106.706495,2025-01-28T18:06:00,1.57,express
ORD-00452,10.769619,106.682467,2025-04-02T20:28:00,2.67,express
ORD-00453,10.789542,106.681346,2025-06-25T23:52:00,5.73,normal
ORD-00454,10.765956,106.709693,2025-02-07T16:45:00,2.21,express
ORD-00455,10.772661,106.679811,2025-03-18T22:52:00,7.93,normal
ORD-00456,10.793228,106.70962,2025-05-23T21:06:00,3.86,normal
ORD-00457,10.762494,106.680282,2025-02-26T18:12:00,6.64,express
ORD-00458,10.783393,106.71269,2025-01-22T22:58:00,6.56,normal
ORD-00459,10.794895,106.685317,2025-06-16T04:51:00,1.29,express
ORD-00460,10.762534,106.712864,2025-01-13T19:59:00,4.72,express
ORD-00461,10.776357,106.692161,2025-04-20T19:22:00,1.95,normal
ORD-00462,10.768174,106.694502,2025-02-08T15:39:00,5.07,normal
ORD-00463,10.781949,106.696459,2025-05-22T05:03:00,0.98,express
ORD-00464,10.763078,106.68538,2025-05-15T21:40:00,7.95,normal
ORD-00465,10.794608,106.706931,2025-04-03T05:34:00,6.32,express
ORD-00466,10.791769,106.696589,2025-04-10T22:11:00,0.5,normal
ORD-00467,10.759084,106.707996,2025-03-13T15:51:00,7.93,express
ORD-00468,10.786373,106.714985,2025-02-10T17:15:00,5.36,express
ORD-00469,10.777747,106.707276,2025-01-15T21:36:00,6.82,express
ORD-00470,10.771128,106.709051,2025-02-14T19:15:00,4.86,express
ORD-00471,10.791817,106.679044,2025-06-30T01:36:00,4.64,normal
ORD-00472,10.788958,106.707985,2025-05-07T23:11:00,4.08,normal
ORD-00473,10.760078,106.700262,2025-01-07T06:30:00,0.31,normal
ORD-00474,10.787838,106.690608,2025-02-16T00:03:00,0.47,normal
ORD-00475,10.786652,106.70932,2025-04-04T16:23:00,5.72,express
ORD-00476,10.779683,106.690453,2025-03-24T18:10:00,5.94,express
ORD-00477,10.787298,106.713544,2025-06-17T00:11:00,5.75,express
ORD-00478,10.76626,106.699791,2025-02-15T02:19:00,5.95,express
ORD-00479,10.762712,106.704967,2025-06-30T02:54:00,7.96,normal
ORD-00480,10.764737,106.689774,2025-06-06T21:40:00,4.65,express
ORD-00481,10.763204,106.705578,2025-03-03T01:20:00,1.59,normal
ORD-00482,10.788401,106.702791,2025-03-28T04:00:00,2.34,normal
ORD-00483,10.783648,106.690968,2025-01-28T14:03:00,3.27,express
ORD-00484,10.793857,106.710728,2025-05-08T02:22:00,4.5,normal
ORD-00485,10.788666,106.707183,2025-05-28T21:10:00,3.77,normal
ORD-00486,10.768912,106.689793,2025-01-27T16:21:00,1.61,express
ORD-00487,10.763953,106.680775,2025-01-25T00:38:00,7.89,express
ORD-00488,10.784067,106.693959,2025-06-17T19:38:00,7.15,normal
ORD-00489,10.759982,106.69025,2025-02-19T03:44:00,4.57,express
ORD-00490,10.782442,106.689004,2025-01-25T15:25:00,4.7,express
ORD-00491,10.763683,106.691351,2025-04-20T16:18:00,6.64,express
ORD-00492,10.765388,106.678952,2025-02-13T23:05:00,3.95,normal
ORD-00493,10.769409,106.692706,2025-05-06T22:05:00,5.24,express
ORD-00494,10.764841,106.710763,2025-04-05T19:28:00,0.64,express
ORD-00495,10.775207,106.686371,2025-03-10T15:09:00,6.09,normal
ORD-00496,10.761171,106.69072,2025-05-20T03:48:00,4.84,normal
ORD-00497,10.789109,106.708281,2025-04-19T05:36:00,7.09,express
ORD-00498,10.769058,106.692608,2025-01-10T06:36:00,7.23,normal
ORD-00499,10.76245,106.706016,2025-02-14T19:13:00,6.53,normal
ORD-00500,10.759579,106.6809,2025-06-25T03:12:00,7.98,normal
ORD-00501,10.788862,106.687542,2025-01-18T16:24:00,4.58,express
ORD-00502,10.789695,106.697228,2025-01-05T06:50:00,3.53,express
ORD-00503,10.763537,106.698964,2025-05-30T17:59:00,1.11,normal
ORD-00504,10.787073,106.710097,2025-03-31T03:16:00,3.25,express
ORD-00505,10.779165,106.695503,2025-02-14T22:25:00,1.41,express
ORD-00506,10.759435,106.710914,2025-03-26T21:03:00,6.04,express
ORD-00507,10.79119,106.678749,2025-03-19T23:17:00,6.79,normal
ORD-00508,10.793982,106.686434,2025-03-19T04:49:00,6.66,express
ORD-00509,10.784966,106.700384,2025-01-23T20:28:00,1.93,express
ORD-00510,10.785415,106.706101,2025-04-06T15:32:00,6.39,normal
ORD-00511,10.769512,106.696751,2025-02-05T06:56:00,4.68,normal
ORD-00512,10.765132,106.708818,2025-01-15T21:02:00,3.81,express
ORD-00513,10.784071,106.688137,2025-04-30T06:25:00,5.19,normal
ORD-00514,10.783203,106.686952,2025-05-07T04:11:00,7.7,express
ORD-00515,10.779715,106.690941,2025-02-11T22:47:00,6.7,normal
ORD-00516,10.768548,106.692303,2025-02-11T20:54:00,2.0,normal
ORD-00517,10.783075,106.687956,2025-04-16T06:01:00,6.96,normal
ORD-00518,10.775542,106.682896,2025-02-14T14:14:00,2.24,express
ORD-00519,10.784371,106.704247,2025-03-13T03:57:00,3.2,express
ORD-00520,10.774983,106.686074,2025-03-20T06:52:00,5.1,normal
ORD-00521,10.758272,106.714979,2025-04-06T23:19:00,5.57,express
ORD-00522,10.760362,106.714569,2025-06-14T00:55:00,2.43,express
ORD-00523,10.764969,106.69714,2025-03-03T15:51:00,6.9,express
ORD-00524,10.78244,106.703188,2025-01-08T05:18:00,2.3,express
ORD-00525,10.77297,106.705259,2025-05-30T20:21:00,5.89,normal
ORD-00526,10.783394,106.701618,2025-05-03T01:32:00,2.61,normal
ORD-00527,10.789104,106.71043,2025-02-16T23:06:00,3.93,express
ORD-00528,10.784832,106.698684,2025-02-17T00:41:00,0.99,express
ORD-00529,10.766263,106.710243,2025-04-19T00:23:00,2.31,express
ORD-00530,10.775159,106.682358,2025-01-14T16:30:00,7.15,normal
ORD-00531,10.790097,106.692122,2025-03-19T03:03:00,7.01,normal
ORD-00532,10.763083,106.685411,2025-04-16T04:09:00,2.74,normal
ORD-00533,10.786821,106.69604,2025-06-11T19:20:00,5.19,normal
ORD-00534,10.774726,106.685747,2025-02-13T19:31:00,6.35,normal
ORD-00535,10.762788,106.694047,2025-04-21T02:27:00,7.73,express
ORD-00536,10.758173,106.69775,2025-04-06T14:57:00,2.78,normal
ORD-00537,10.758663,106.678153,2025-03-05T21:44:00,7.05,express
ORD-00538,10.76277,106.692191,2025-05-31T23:10:00,0.8,normal
ORD-00539,10.769033,106.688761,2025-05-15T06:21:00,3.64,normal
ORD-00540,10.770681,106.711351,2025-04-02T20:10:00,7.6,express
ORD-00541,10.758708,106.6863,2025-02-03T20:46:00,0.47,normal
ORD-00542,10.762557,106.704311,2025-01-11T02:56:00,5.23,normal
ORD-00543,10.779975,106.679775,2025-01-28T14:03:00,5.61,express
ORD-00544,10.77444,106.682573,2025-03-07T05:44:00,1.48,normal
ORD-00545,10.769141,106.702482,2025-06-20T06:17:00,5.1,normal
ORD-00546,10.773497,106.711249,2025-05-11T17:18:00,1.18,normal
ORD-00547,10.776416,106.700533,2025-03-10T06:12:00,3.06,express
ORD-00548,10.768928,106.679458,2025-05-08T20:44:00,7.49,express
ORD-00549,10.766677,106.678472,2025-01-23T17:53:00,4.72,express
ORD-00550,10.763518,106.681333,2025-05-11T16:46:00,5.87,express
ORD-00551,10.78184,106.6949,2025-03-17T22:29:00,0.69,normal
ORD-00552,10.790343,106.709533,2025-04-04T00:27:00,5.99,normal
ORD-00553,10.789496,106.710941,2025-01-03T18:42:00,5.28,express
ORD-00554,10.771229,106.694195,2025-06-09T22:56:00,5.94,express
ORD-00555,10.788154,106.684766,2025-04-14T02:29:00,2.39,express
ORD-00556,10.783526,106.695695,2025-04-18T19:07:00,1.32,normal
ORD-00557,10.794318,106.709241,2025-01-28T03:58:00,4.85,express
ORD-00558,10.764707,106.692051,2025-04-02T14:55:00,5.57,normal
ORD-00559,10.775874,106.696061,2025-04-17T04:02:00,0.79,express
ORD-00560,10.758457,106.710128,2025-05-15T21:42:00,7.02,normal
ORD-00561,10.774015,106.704886,2025-05-05T01:42:00,5.51,express
ORD-00562,10.7635,106.708578,2025-06-06T15:00:00,5.25,normal
ORD-00563,10.776706,106.695364,2025-05-07T19:04:00,6.09,express
ORD-00564,10.766913,106.713895,2025-01-14T06:14:00,4.54,express
ORD-00565,10.772921,106.686695,2025-04-29T04:51:00,4.71,normal
ORD-00566,10.789694,106.694542,2025-02-01T05:47:00,5.33,normal
ORD-00567,10.772927,106.679326,2025-05-21T14:52:00,1.0,express
ORD-00568,10.790934,106.698806,2025-06-18T04:21:00,3.1,normal
ORD-00569,10.788214,106.70924,2025-03-27T05:45:00,5.36,express
ORD-00570,10.762219,106.706095,2025-02-26T14:21:00,3.03,express
ORD-00571,10.778265,106.691834,2025-01-28T15:57:00,1.56,normal
ORD-00572,10.788408,106.705473,2025-04-15T17:16:00,5.0,normal
ORD-00573,10.762468,106.709531,2025-02-26T04:52:00,6.32,express
ORD-00574,10.761987,106.693335,2025-06-12T17:49:00,7.17,express
ORD-00575,10.782363,106.713379,2025-02-05T05:00:00,4.38,normal
ORD-00576,10.778469,106.694014,2025-05-31T05:59:00,4.21,normal
ORD-00577,10.783597,106.684425,2025-02-02T17:24:00,5.36,express
ORD-00578,10.776652,106.692233,2025-06-05T21:17:00,3.36,express
ORD-00579,10.793908,106.694755,2025-02-04T18:26:00,4.94,express
ORD-00580,10.789194,106.698269,2025-03-22T20:12:00,1.91,express
ORD-00581,10.783405,106.712084,2025-02-03T19:32:00,4.48,express
ORD-00582,10.784283,106.706149,2025-05-25T05:37:00,4.69,express
ORD-00583,10.782947,106.711073,2025-05-17T23:56:00,6.82,normal
ORD-00584,10.777341,106.678935,2025-02-07T15:42:00,0.74,express
ORD-00585,10.785757,106.683955,2025-03-15T22:09:00,6.76,express
ORD-00586,10.765548,106.698023,2025-04-03T04:06:00,5.04,normal
ORD-00587,10.785469,106.698767,2025-03-03T06:50:00,6.44,express
ORD-00588,10.783639,106.679738,2025-04-09T02:26:00,7.67,express
ORD-00589,10.793736,106.679991,2025-03-06T20:39:00,6.99,express
ORD-00590,10.788709,106.711725,2025-07-01T01:48:00,4.83,normal
ORD-00591,10.786717,106.713679,2025-03-18T04:11:00,7.87,normal
ORD-00592,10.764918,106.68443,2025-05-12T17:24:00,0.61,express
ORD-00593,10.778594,106.682812,2025-05-30T22:00:00,2.85,normal
ORD-00594,10.759478,106.712359,2025-06-02T15:49:00,7.48,express
ORD-00595,10.77615,106.699189,2025-04-02T16:50:00,5.75,normal
ORD-00596,10.793409,106.697262,2025-05-10T19:26:00,4.48,express
ORD-00597,10.761402,106.686184,2025-02-25T00:21:00,3.08,normal
ORD-00598,10.793161,106.700876,2025-05-02T14:07:00,5.45,express
ORD-00599,10.766893,106.701764,2025-06-09T21:02:00,5.56,express
ORD-00600,10.772111,106.70746,2025-01-31T02:16:00,4.46,express
ORD-00601,10.758914,106.697124,2025-04-07T06:51:00,4.22,express
ORD-00602,10.759623,106.711236,2025-02-20T00:32:00,0.93,normal
ORD-00603,10.764194,106.713382,2025-05-18T14:40:00,0.8,normal
ORD-00604,10.790003,106.693696,2025-01-27T20:34:00,6.68,express
ORD-00605,10.781923,106.712771,2025-06-25T18:01:00,3.84,express
ORD-00606,10.759402,106.68071,2025-02-15T22:35:00,0.84,normal
ORD-00607,10.791707,106.693082,2025-04-27T02:27:00,2.74,express
ORD-00608,10.782912,106.697789,2025-06-14T16:48:00,6.04,normal
ORD-00609,10.783933,106.680686,2025-05-09T17:18:00,6.36,express
ORD-00610,10.780443,106.688416,2025-04-24T02:25:00,6.63,normal
ORD-00611,10.775538,106.697738,2025-02-05T02:50:00,6.44,express
ORD-00612,10.793525,106.683331,2025-06-24T01:00:00,4.56,normal
ORD-00613,10.76256,106.678186,2025-06-03T02:34:00,4.52,normal
ORD-00614,10.769274,106.705687,2025-03-30T20:26:00,7.27,normal
ORD-00615,10.763955,106.686169,2025-03-06T20:07:00,1.7,normal
ORD-00616,10.789501,106.712498,2025-05-22T04:41:00,4.53,express
ORD-00617,10.782852,106.687275,2025-02-21T05:21:00,3.05,normal
ORD-00618,10.761702,106.700922,2025-02-20T00:31:00,3.77,express
ORD-00619,10.783658,106.683639,2025-05-27T01:51:00,2.74,express
ORD-00620,10.76424,106.689589,2025-02-27T03:17:00,6.77,normal
ORD-00621,10.783144,106.690268,2025-05-04T04:28:00,3.06,express
ORD-00622,10.776018,106.682027,2025-06-15T16:53:00,2.46,normal
ORD-00623,10.790978,106.685268,2025-06-10T16:46:00,0.88,normal
ORD-00624,10.789435,106.70137,2025-05-30T02:49:00,4.84,normal
ORD-00625,10.778409,106.698108,2025-05-20T05:41:00,6.27,express
ORD-00626,10.772522,106.710983,2025-05-31T23:08:00,3.88,normal
ORD-00627,10.772681,106.69658,2025-06-19T21:54:00,7.72,normal
ORD-00628,10.786017,106.683194,2025-02-10T19:36:00,7.61,normal
ORD-00629,10.785229,106.69589,2025-04-02T15:14:00,6.16,normal
ORD-00630,10.760326,106.691669,2025-01-11T20:33:00,7.29,express
ORD-00631,10.772359,106.711962,2025-01-12T15:41:00,2.8,express
ORD-00632,10.78889,106.687743,2025-05-20T19:24:00,5.33,express
ORD-00633,10.779744,106.711234,2025-01-21T06:16:00,3.2,normal
ORD-00634,10.777106,106.691057,2025-03-31T05:50:00,4.01,normal
ORD-00635,10.776568,106.683142,2025-02-12T21:04:00,4.26,express
ORD-00636,10.765826,106.684916,2025-04-03T17:42:00,2.07,express
ORD-00637,10.784649,106.695816,2025-05-04T05:13:00,4.85,express
ORD-00638,10.758831,106.679596,2025-05-27T19:08:00,5.15,normal
ORD-00639,10.79096,106.683434,2025-02-12T22:59:00,1.69,express
ORD-00640,10.780176,106.698853,2025-01-05T23:05:00,1.97,express
ORD-00641,10.79009,106.684311,2025-04-16T18:50:00,4.79,normal
ORD-00642,10.781059,106.6969,2025-02-13T00:59:00,3.79,normal
ORD-00643,10.766503,106.692262,2025-01-28T14:12:00,4.32,express
ORD-00644,10.788581,106.700404,2025-02-16T05:57:00,5.03,normal
ORD-00645,10.790477,106.697663,2025-01-31T16:30:00,5.38,normal
ORD-00646,10.791188,106.70667,2025-06-17T03:33:00,3.54,normal
ORD-00647,10.783813,106.693871,2025-05-05T02:22:00,4.84,normal
ORD-00648,10.773743,106.687417,2025-03-01T16:18:00,4.91,express
ORD-00649,10.767539,106.678202,2025-01-03T06:07:00,4.3,express
ORD-00650,10.782218,106.703447,2025-03-23T03:23:00,1.12,express
ORD-00651,10.782108,106.687384,2025-05-19T03:36:00,3.12,express
ORD-00652,10.794697,106.692706,2025-02-23T03:35:00,6.34,express
ORD-00653,10.764613,106.698686,2025-05-04T22:19:00,4.75,express
ORD-00654,10.785224,106.709635,2025-06-18T17:47:00,2.07,normal
ORD-00655,10.76171,106.696809,2025-03-28T15:10:00,3.3,normal
ORD-00656,10.787762,106.70846,2025-05-02T03:05:00,0.79,normal
ORD-00657,10.771721,106.700534,2025-04-10T02:39:00,5.35,express
ORD-00658,10.784329,106.700106,2025-02-15T05:28:00,0.38,express
ORD-00659,10.765206,106.707006,2025-05-12T06:44:00,2.08,normal
ORD-00660,10.782939,106.69131,2025-06-17T14:10:00,0.97,express
ORD-00661,10.786848,106.691066,2025-04-13T02:37:00,1.84,normal
ORD-00662,10.785266,106.680539,2025-01-24T23:46:00,6.69,express
ORD-00663,10.770857,106.708174,2025-02-27T20:29:00,7.46,normal
ORD-00664,10.767661,106.693064,2025-01-28T16:32:00,2.57,normal
ORD-00665,10.787709,106.713398,2025-05-18T22:44:00,3.71,express
ORD-00666,10.778837,106.706489,2025-03-29T04:43:00,3.85,normal
ORD-00667,10.775833,106.687539,2025-04-08T21:43:00,5.7,express
ORD-00668,10.77326,106.691065,2025-05-18T14:44:00,6.71,normal
ORD-00669,10.76863,106.69276,2025-03-29T16:35:00,7.47,express
ORD-00670,10.769613,106.686087,2025-05-27T22:11:00,7.59,normal
ORD-00671,10.776463,106.685388,2025-03-03T22:13:00,2.06,normal
ORD-00672,10.788944,106.691173,2025-01-28T17:58:00,0.9,express
ORD-00673,10.780712,106.706277,2025-05-19T15:54:00,4.01,express
ORD-00674,10.776217,106.714458,2025-05-28T22:31:00,1.71,express
ORD-00675,10.772722,106.705756,2025-02-02T15:33:00,6.45,express
ORD-00676,10.792767,106.679205,2025-03-31T02:55:00,5.58,normal
ORD-00677,10.774916,106.682454,2025-05-14T04:20:00,5.61,normal
ORD-00678,10.782942,106.692039,2025-01-27T00:23:00,5.02,express
ORD-00679,10.764925,106.687725,2025-03-11T05:39:00,2.94,normal
ORD-00680,10.776454,106.68579,2025-06-30T01:23:00,6.88,express
ORD-00681,10.774677,106.699142,2025-05-28T21:52:00,1.07,express
ORD-00682,10.787751,106.698548,2025-04-08T20:09:00,6.46,normal
ORD-00683,10.775501,106.67836,2025-04-19T05:08:00,7.97,express
ORD-00684,10.787057,106.689101,2025-05-24T15:25:00,1.06,normal
ORD-00685,10.760221,106.708111,2025-05-02T17:28:00,6.03,express
ORD-00686,10.771356,106.698733,2025-03-08T01:01:00,3.47,express
ORD-00687,10.790093,106.713635,2025-02-20T19:49:00,2.49,express
ORD-00688,10.782908,106.696037,2025-04-25T16:24:00,5.03,express
ORD-00689,10.781373,106.683359,2025-02-13T00:26:00,5.16,express
ORD-00690,10.789409,106.68064,2025-02-12T00:14:00,2.71,express
ORD-00691,10.784286,106.700399,2025-04-12T22:56:00,3.73,express
ORD-00692,10.785672,106.697275,2025-04-27T03:10:00,1.72,normal
ORD-00693,10.762626,106.686681,2025-03-06T16:13:00,1.59,normal
ORD-00694,10.761535,106.712661,2025-05-02T15:01:00,6.24,normal
ORD-00695,10.761845,106.70087,2025-01-23T02:19:00,2.07,express
ORD-00696,10.774397,106.682677,2025-05-15T19:01:00,0.57,express
ORD-00697,10.789834,106.690032,2025-05-03T04:55:00,4.46,express
ORD-00698,10.778296,106.682999,2025-06-28T19:37:00,4.9,express
ORD-00699,10.777368,106.701663,2025-03-22T01:30:00,4.46,normal
ORD-00700,10.774349,106.691534,2025-03-08T18:19:00,0.38,normal
ORD-00701,10.770724,106.69536,2025-01-04T05:48:00,3.97,normal
ORD-00702,10.786337,106.707525,2025-06-02T21:50:00,0.36,express
ORD-00703,10.764977,106.71064,2025-04-23T02:15:00,1.56,express
ORD-00704,10.788652,106.686162,2025-01-22T03:40:00,2.14,express
ORD-00705,10.768533,106.705488,2025-03-11T03:12:00,6.87,normal
ORD-00706,10.763055,106.682083,2025-04-28T04:17:00,5.69,express
ORD-00707,10.764948,106.678718,2025-01-13T14:11:00,7.79,express
ORD-00708,10.76796,106.704462,2025-01-03T21:05:00,1.46,express
ORD-00709,10.766036,106.693549,2025-05-09T01:29:00,5.67,normal
ORD-00710,10.770219,106.709211,2025-02-07T15:17:00,6.27,normal
ORD-00711,10.778098,106.684719,2025-03-07T02:53:00,0.4,normal
ORD-00712,10.772238,106.714074,2025-03-05T15:12:00,3.85,normal
ORD-00713,10.777282,106.714338,2025-05-03T02:43:00,7.7,express
ORD-00714,10.763869,106.704945,2025-05-22T06:07:00,2.25,express
ORD-00715,10.765353,106.710838,2025-06-20T20:07:00,2.12,express
ORD-00716,10.770007,106.684192,2025-03-12T17:25:00,6.38,normal
ORD-00717,10.793847,106.6995,2025-06-27T05:44:00,4.89,express
ORD-00718,10.786519,106.687203,2025-05-08T16:43:00,5.06,normal
ORD-00719,10.760212,106.701849,2025-06-29T17:08:00,4.06,express
ORD-00720,10.794322,106.707177,2025-03-31T04:46:00,1.79,express
ORD-00721,10.771252,106.682985,2025-01-12T05:45:00,3.67,express
ORD-00722,10.778081,106.696133,2025-05-26T19:34:00,2.98,express
ORD-00723,10.768187,106.70876,2025-05-22T19:04:00,4.39,express
ORD-00724,10.76894,106.687744,2025-04-05T04:00:00,6.27,express
ORD-00725,10.785145,106.710668,2025-06-09T01:49:00,5.08,express
ORD-00726,10.784677,106.702357,2025-05-19T02:12:00,4.34,express
ORD-00727,10.786332,106.683703,2025-03-15T00:26:00,5.23,normal
ORD-00728,10.761561,106.702379,2025-01-12T18:11:00,7.03,normal
ORD-00729,10.761961,106.68509,2025-01-10T02:42:00,4.07,express
ORD-00730,10.759816,106.686167,2025-01-19T14:59:00,7.39,express
ORD-00731,10.792351,106.708787,2025-04-30T15:23:00,4.6,express
ORD-00732,10.788415,106.707387,2025-01-15T22:33:00,0.61,normal
ORD-00733,10.788875,106.680884,2025-02-26T06:06:00,1.08,normal
ORD-00734,10.777671,106.68501,2025-05-15T21:36:00,5.12,normal
ORD-00735,10.778662,106.698651,2025-01-29T01:43:00,3.83,express
ORD-00736,10.790664,106.684172,2025-02-17T02:32:00,2.9,normal
ORD-00737,10.777754,106.700197,2025-04-02T00:35:00,7.93,express
ORD-00738,10.78926,106.693257,2025-06-13T03:52:00,5.89,normal
ORD-00739,10.778836,106.685915,2025-05-21T22:23:00,7.7,express
ORD-00740,10.793514,106.678007,2025-01-09T23:38:00,0.43,normal
ORD-00741,10.794756,106.689168,2025-03-18T21:13:00,6.89,normal
ORD-00742,10.786546,106.712904,2025-03-13T06:35:00,4.69,normal
ORD-00743,10.761489,106.695034,2025-02-09T18:16:00,3.13,normal
ORD-00744,10.766621,106.70801,2025-01-25T02:36:00,7.37,normal
ORD-00745,10.784772,106.707337,2025-02-15T05:52:00,7.22,normal
ORD-00746,10.780024,106.689115,2025-05-29T02:05:00,6.31,express
ORD-00747,10.770873,106.708234,2025-04-17T17:55:00,6.23,normal
ORD-00748,10.781454,106.701391,2025-01-14T23:33:00,0.62,normal
ORD-00749,10.770093,106.703817,2025-02-09T15:43:00,5.93,express
ORD-00750,10.793928,106.705855,2025-05-29T06:05:00,2.01,express
ORD-00751,10.787096,106.683476,2025-03-28T16:30:00,4.7,normal
ORD-00752,10.778282,106.687715,2025-04-14T06:27:00,6.26,normal
ORD-00753,10.786195,106.695794,2025-02-21T05:25:00,5.32,normal
ORD-00754,10.778763,106.714892,2025-05-15T21:15:00,0.85,express
ORD-00755,10.769966,106.712193,2025-01-23T17:42:00,3.48,express
ORD-00756,10.770887,106.689867,2025-06-02T14:49:00,2.65,express
ORD-00757,10.7808,106.714636,2025-04-24T18:28:00,0.65,normal
ORD-00758,10.765388,106.691831,2025-01-22T17:47:00,0.72,normal
ORD-00759,10.790144,106.708345,2025-01-05T00:44:00,6.49,express
ORD-00760,10.774652,106.678842,2025-02-23T20:13:00,4.51,express
ORD-00761,10.778306,106.701053,2025-02-06T14:24:00,4.79,normal
ORD-00762,10.767452,106.680224,2025-02-21T22:03:00,3.88,normal
ORD-00763,10.760464,106.702434,2025-06-20T01:55:00,1.13,express
ORD-00764,10.790094,106.702028,2025-03-02T02:32:00,7.82,normal
ORD-00765,10.791443,106.695932,2025-06-02T16:11:00,1.83,express
ORD-00766,10.778745,106.704361,2025-01-11T21:59:00,4.38,express
